root,translit,top_gloss,occurrences,n_ayahs,mean_pairwise,localization,hull_area,density,dist_from_global,n_clusters,spread_frac,dom_kmeans,dom_k_frac
دكك,d-k-k,Crushed,7,4,4.697,0.782,4.96,0.807,1.771,0,1.0,3,0.25
خطو,kh-T-w,,5,4,2.299,0.383,0.61,6.546,3.155,1,0.25,6,0.75
طوق,T-w-q,He has the ability.,4,4,0.595,0.099,0.15,27.076,6.104,1,0.0,4,1.0
نسل,n-s-l,Progeny,4,4,2.547,0.424,3.99,1.002,0.277,0,1.0,1,0.5
زلزل,,,6,4,14.088,2.347,27.97,0.143,6.998,0,1.0,2,0.25
شور,sh-w-r,shore trees,4,4,4.115,0.686,3.82,1.048,3.832,0,1.0,0,0.5
نشز,n-sh-z,,5,4,0.773,0.129,0.28,14.063,6.622,1,0.0,4,1.0
سنبل,s-n-b-l,Ear of grain,5,4,2.511,0.418,0.44,9.09,5.142,1,0.25,4,0.75
عفف,3-f-f,Abstinence,4,4,0.737,0.123,0.31,13.061,6.455,1,0.0,4,1.0
امد,a-m-d,term,4,4,3.979,0.663,4.35,0.919,2.96,0,1.0,4,0.5
قلم,q-l-m,PEN,4,4,12.444,2.073,32.69,0.122,1.804,0,1.0,4,0.5
هيا,h-y-a,,4,4,3.542,0.59,3.39,1.182,4.859,1,0.25,4,0.75
فشل,f-sh-l,Failed,4,4,3.126,0.521,1.51,2.643,3.867,0,1.0,4,0.5
فور,f-w-r,Boil,4,4,12.554,2.091,27.73,0.144,1.266,0,1.0,4,0.5
سخط,s-kh-T,Displeased,4,4,1.658,0.276,1.65,2.427,2.041,1,0.25,6,0.5
ميز,m-y-z,Distinguished,4,4,4.416,0.736,1.04,3.852,2.91,0,1.0,4,0.5
سدس,s-d-s,Sixth,5,4,0.945,0.157,0.23,17.134,6.471,1,0.0,4,1.0
سفح,s-f-h,Wide,4,4,0.642,0.107,0.18,22.494,6.633,1,0.0,4,1.0
غسل,gh-s-l,Wash,4,4,13.343,2.223,38.77,0.103,1.214,0,1.0,4,0.5
شحح,sh-h-h,scantiness,5,4,2.244,0.374,1.12,3.568,5.388,0,1.0,4,0.75
قلد,q-l-d,Twisted rope,4,4,3.376,0.562,6.04,0.662,4.493,0,1.0,4,0.5
جرح,j-r-h,,4,4,1.887,0.314,1.93,2.067,5.191,1,0.25,4,0.75
كلب,k-l-b,Skin,6,4,0.485,0.081,0.12,32.437,6.207,1,0.0,4,1.0
سحت,s-h-t,Illegitimate gain,4,4,3.235,0.539,4.33,0.924,2.42,0,1.0,0,0.5
درر,d-r-r,Bountiful,4,4,4.534,0.755,5.75,0.695,3.982,0,1.0,4,0.75
وقف,w-q-f,Stopped,4,4,4.029,0.671,4.61,0.868,2.11,0,1.0,4,0.5
طرد,T-r-d,Expel,5,4,11.885,1.98,15.56,0.257,0.937,0,1.0,4,0.5
ورق,w-r-q,Silver,4,4,2.147,0.358,1.13,3.535,5.328,1,0.25,4,0.75
يبس,y-b-s,Dry,4,4,3.002,0.5,0.53,7.577,4.764,1,0.25,4,0.75
كرب,k-r-b,Jalsad,4,4,1.657,0.276,0.42,9.539,0.686,1,0.25,1,0.75
غمر,gh-m-r,Flood,4,4,4.011,0.668,0.47,8.527,1.143,1,0.25,0,0.5
فلق,f-l-q,Splitter,4,4,2.174,0.362,2.61,1.535,1.4,0,1.0,6,0.75
ودع,w-d-3,Depository,4,4,3.243,0.54,7.06,0.567,1.098,0,1.0,6,0.5
زخرف,z-kh-r-f,Adornment,4,4,2.555,0.426,2.3,1.739,5.054,1,0.25,4,0.75
قرف,q-r-f,,5,4,3.447,0.574,1.96,2.041,3.768,0,1.0,0,0.5
دحر,d-h-r,Driven away,4,4,9.693,1.615,21.51,0.186,3.465,0,1.0,6,0.75
سمم,s-m-m,Simoom,4,4,11.347,1.89,33.12,0.121,2.752,0,1.0,3,0.5
نحت,n-h-t,,4,4,11.588,1.93,6.56,0.61,11.14,1,0.25,2,0.5
تبر,t-b-r,perished,6,4,4.146,0.691,8.2,0.488,2.241,0,1.0,0,0.25
جسد,j-s-d,,4,4,3.711,0.618,4.59,0.872,1.965,1,0.25,1,0.5
نزغ,,,6,4,2.387,0.398,1.23,3.262,3.307,1,0.25,6,0.5
غوث,gh-w-th,,5,4,3.242,0.54,2.42,1.653,4.92,1,0.25,4,0.75
رحب,r-h-b,Welcome,4,4,3.766,0.627,2.88,1.39,3.844,0,1.0,4,0.5
غور,gh-w-r,Alight,4,4,11.75,1.957,21.58,0.185,2.545,0,1.0,0,0.5
زهق,z-h-q,Vanquished,5,4,2.785,0.464,3.67,1.089,1.547,0,1.0,6,0.5
لمز,l-m-z,Slandered,4,4,4.711,0.785,3.04,1.318,2.809,0,1.0,4,0.5
جدر,j-d-r,,4,4,2.286,0.381,0.18,22.833,5.225,1,0.25,4,0.75
رذل,r-dh-l,Vile,4,4,3.694,0.615,5.02,0.797,4.608,0,1.0,4,0.5
نصي,n-s-a,Forelock,4,4,9.199,1.532,15.92,0.251,4.183,0,1.0,0,0.25
شيخ,sh-y-kh,Sheikh,4,4,4.57,0.761,10.27,0.39,3.227,0,1.0,1,0.5
ذرع,dh-r-3,Arm,5,4,4.87,0.811,7.75,0.516,2.656,0,1.0,4,0.5
ركن,r-k-n,Corner,4,4,1.937,0.323,1.51,2.651,0.722,1,0.25,0,0.5
سجل,s-j-l,large bucket,4,4,1.346,0.224,0.61,6.56,1.106,1,0.25,1,0.75
سول,s-w-l,Petition,4,4,2.854,0.475,4.25,0.942,2.734,0,1.0,6,0.5
غيث,gh-y-th,groped,4,4,3.862,0.643,6.33,0.632,3.832,0,1.0,0,0.5
بول,b-w-l,urinated,4,4,14.87,2.477,11.94,0.335,5.781,0,1.0,5,0.5
رحل,r-h-l,Saddle,4,4,1.825,0.304,1.07,3.748,0.636,1,0.25,6,0.5
صرخ,s-r-kh,Screamer,5,4,3.523,0.587,0.24,16.335,4.308,1,0.25,4,0.75
صلصل,,,4,4,2.29,0.381,2.69,1.486,0.779,0,1.0,3,0.5
حما,h-m-a,Mud,4,4,4.389,0.731,11.3,0.354,1.679,0,1.0,1,0.25
خفض,kh-f-d,Reducing,4,4,2.285,0.381,1.45,2.763,1.065,0,1.0,6,0.5
سقف,s-q-f,roofed,4,4,4.212,0.702,9.75,0.41,0.718,0,1.0,1,0.5
دخر,d-kh-r,,4,4,10.987,1.83,31.93,0.125,2.457,0,1.0,6,0.75
عتب,3-t-b,,5,4,2.533,0.422,0.93,4.31,2.89,1,0.25,0,0.75
نفد,n-f-d,Exhausted,5,4,3.701,0.617,4.06,0.985,2.237,0,1.0,6,0.5
دحض,d-h-d,Null,4,4,11.731,1.954,13.59,0.294,1.451,0,1.0,4,0.5
سمر,s-m-r,Samirian,4,4,11.609,1.934,28.17,0.142,3.425,0,1.0,1,0.25
طفل,T-f-l,softened,4,4,1.155,0.192,0.79,5.064,6.355,0,1.0,4,1.0
عقم,3-q-m,Barren,4,4,2.514,0.419,4.18,0.957,0.224,0,1.0,0,0.75
دهن,d-h-n,to anoint,5,4,1.499,0.25,0.37,10.679,1.504,1,0.0,7,0.5
لجج,l-j-j,Persisted,4,4,4.003,0.667,5.16,0.776,3.698,0,1.0,4,0.5
غضض,gh-d-d,,4,4,3.358,0.559,2.46,1.627,3.359,0,1.0,6,0.75
سدر,s-d-r,Dazzled,4,4,10.501,1.749,26.41,0.151,3.995,0,1.0,7,0.5
مزج,m-z-j,Mixing,3,3,11.979,1.995,2.12,1.417,10.998,0,1.0,0,0.333
نثر,n-th-r,,3,3,11.064,1.843,11.51,0.261,5.607,0,1.0,0,0.333
خدع,kh-d-3,Deception,5,3,2.581,0.43,2.88,1.043,2.777,0,1.0,6,0.667
نسف,n-s-f,,5,3,15.002,2.499,14.81,0.203,3.298,0,1.0,0,0.333
فرت,f-r-t,Sweet water,3,3,4.422,0.737,0.01,204.613,2.473,0,1.0,1,0.333
لهب,l-h-b,thirsted,3,3,10.474,1.745,1.72,1.744,6.201,0,1.0,3,0.333
وتد,w-t-d,,3,3,11.841,1.972,0.72,4.191,10.257,0,1.0,5,0.667
لفف,l-f-f,Lock of hair,3,3,10.631,1.771,0.52,5.8,7.237,0,1.0,7,0.667
رغد,r-gh-d,Plentiful,3,3,3.774,0.629,1.64,1.833,4.412,0,1.0,4,0.667
حدق,h-d-q,,3,3,14.786,2.463,0.44,6.774,8.695,0,1.0,5,0.667
ردف,r-d-f,The Second Blast,3,3,2.323,0.387,0.93,3.232,1.228,0,1.0,0,0.333
سلو,s-l-w,Quail,3,3,1.078,0.18,0.04,69.514,5.643,0,1.0,4,1.0
عبس,3-b-s,Frowned,3,3,1.962,0.327,0.17,17.893,1.778,0,1.0,7,0.667
صبا,s-b-a,,3,3,0.387,0.064,0.03,100.705,5.297,1,0.0,4,1.0
قرد,q-r-d,Submissive,3,3,3.544,0.59,0.23,12.777,2.226,0,1.0,1,0.667
سجر,s-j-r,Filled,3,3,12.763,2.126,28.64,0.105,5.362,0,1.0,0,0.333
افق,a-f-q,Departed,3,3,14.105,2.35,0.43,6.899,9.414,0,1.0,5,0.667
رقم,r-q-m,Written,3,3,2.555,0.426,0.01,211.104,1.698,0,1.0,7,0.667
نضر,n-d-r,Beauty,3,3,2.369,0.395,0.47,6.384,1.617,0,1.0,7,0.667
طبق,T-b-q,Dish,4,3,2.669,0.445,0.48,6.213,2.174,0,1.0,3,0.333
ابل,a-b-l,skilled in management,3,3,15.792,2.631,5.72,0.524,8.757,0,1.0,2,0.667
وتر,w-t-r,Odd number,3,3,5.494,0.915,3.08,0.974,1.671,0,1.0,4,0.333
صخر,s-kh-r,Rock,3,3,4.778,0.796,0.33,9.103,3.693,0,1.0,4,0.667
حضض,h-d-d,,3,3,0.066,0.011,0.0,3164.657,2.022,1,0.0,7,1.0
وصد,w-s-d,,3,3,5.323,0.887,0.76,3.938,1.089,0,1.0,7,0.667
شطر,sh-T-r,To split,5,3,3.189,0.531,0.12,24.332,4.461,0,1.0,4,0.667
لفو,l-f-w,,3,3,4.535,0.755,1.23,2.44,3.837,0,1.0,4,0.667
دلو,d-l-w,Bucket,4,3,4.91,0.818,0.07,44.128,1.58,0,1.0,4,0.333
حلق,h-l-q,Gathered,3,3,15.395,2.564,4.36,0.688,1.663,0,1.0,4,0.667
هزم,h-z-m,Hollow,3,3,5.579,0.929,1.22,2.465,1.323,0,1.0,3,0.333
عرو,3-r-w,A fastening,3,3,3.75,0.625,3.63,0.826,2.953,0,1.0,1,0.333
جزا,j-z-a,,3,3,4.914,0.819,2.67,1.122,2.337,0,1.0,0,0.667
سام,s-a-m,,3,3,4.882,0.813,0.78,3.842,2.879,0,1.0,6,0.667
رهن,r-h-n,Pledged,3,3,5.216,0.869,1.77,1.695,3.181,0,1.0,4,0.667
اصر,a-s-r,Bond,3,3,0.421,0.07,0.03,88.676,5.982,1,0.0,4,1.0
قنطر,q-n-T-r,Quintal,4,3,0.66,0.11,0.06,49.396,6.035,1,0.0,4,1.0
ضجع,d-j-3,,3,3,2.594,0.432,1.34,2.24,5.666,0,1.0,4,0.667
خذل,kh-dh-l,Desolated,3,3,1.061,0.177,0.47,6.376,2.215,1,0.0,6,1.0
عمم,3-m-m,About,5,3,0.047,0.008,0.0,4881.303,6.878,1,0.0,4,1.0
ميل,m-y-l,Mile,6,3,3.584,0.597,1.5,2.002,5.209,0,1.0,4,0.667
مسح,m-s-h,I wipe.,4,3,5.721,0.953,0.63,4.797,3.907,0,1.0,4,0.667
فتل,f-t-l,Twisted,3,3,2.95,0.491,0.44,6.791,4.486,0,1.0,4,0.667
نقر,n-q-r,hollowed,4,3,3.643,0.607,0.87,3.443,1.179,0,1.0,0,0.333
حرض,h-r-d,To be corrupted,3,3,3.468,0.578,0.35,8.622,4.426,0,1.0,4,0.667
بهم,b-h-m,Beast,3,3,0.332,0.055,0.01,278.706,5.673,1,0.0,4,1.0
شنا,sh-n-a,Hater,3,3,5.291,0.881,0.06,53.788,3.868,0,1.0,4,0.667
نقب,n-q-b,Pierced,3,3,15.855,2.641,1.63,1.835,3.966,0,1.0,1,0.333
عزر,3-z-r,,3,3,3.343,0.557,0.28,10.783,4.794,0,1.0,4,0.667
فتر,f-t-r,Languid,3,3,3.998,0.666,0.57,5.237,1.603,0,1.0,0,0.667
طفا,T-f-a,,3,3,3.316,0.552,0.08,36.416,3.354,0,1.0,6,0.667
ناي,n-a-a,,3,3,1.18,0.197,0.03,113.457,1.062,0,1.0,1,0.667
صدف,s-d-f,Shell,5,3,1.236,0.206,0.61,4.95,5.447,1,0.0,4,1.0
افل,a-f-l,set,4,3,0.323,0.054,0.02,125.226,2.407,1,0.0,6,1.0
رمن,r-m-n,Pomegranate,3,3,4.819,0.803,0.19,15.509,3.779,0,1.0,4,0.667
خرق,kh-r-q,Hole,4,3,2.323,0.387,1.98,1.517,1.778,0,1.0,6,0.667
طفق,T-f-q,,3,3,5.368,0.894,2.07,1.451,2.532,0,1.0,0,0.333
طلب,T-l-b,requested,4,3,15.773,2.627,9.88,0.304,1.69,0,1.0,4,0.667
لقف,l-q-f,,3,3,12.323,2.053,0.8,3.74,11.406,0,1.0,2,0.667
سلخ,s-l-kh,,3,3,3.878,0.646,1.74,1.729,2.876,0,1.0,0,0.333
متن,m-t-n,Strong,3,3,2.426,0.404,0.03,99.898,1.439,0,1.0,7,0.667
حفو,h-f-w,Barefoot,3,3,16.003,2.666,24.06,0.125,2.656,0,1.0,2,0.333
نفل,n-f-l,Supererogatory,4,3,15.071,2.51,21.98,0.136,3.683,0,1.0,6,0.667
ركم,r-k-m,Accumulation,3,3,4.038,0.673,2.25,1.33,3.874,0,1.0,4,0.667
سيح,s-y-h,Flowed,3,3,3.09,0.515,0.44,6.881,4.461,0,1.0,4,0.667
لجا,l-j-a,Sanctuary,3,3,4.404,0.734,4.0,0.751,2.825,0,1.0,0,0.333
ظما,z-m-a,Drought,3,3,4.694,0.782,0.18,16.904,3.767,0,1.0,4,0.667
لفت,l-f-t,looked around,3,3,4.692,0.782,6.31,0.476,2.58,0,1.0,1,0.333
خبت,kh-b-t,humble,3,3,1.529,0.255,0.02,137.339,4.845,0,1.0,4,0.667
وجس,w-j-s,,3,3,2.391,0.398,1.37,2.185,0.697,0,1.0,0,0.333
نضد,n-d-d,layered,3,3,2.698,0.449,2.17,1.381,1.24,0,1.0,1,0.333
رهط,r-h-T,Group,3,3,15.386,2.563,30.08,0.1,3.783,0,1.0,2,0.333
تبب,t-b-b,Distress,4,3,5.778,0.962,3.87,0.776,3.557,0,1.0,4,0.667
زفر,z-f-r,Calamity,3,3,13.201,2.199,12.38,0.242,4.971,0,1.0,0,0.667
ذاب,dh-a-b,frightened,3,3,2.636,0.439,1.1,2.725,2.668,0,1.0,0,0.333
صبو,s-b-w,Boy,3,3,2.133,0.355,1.75,1.711,1.178,0,1.0,0,0.333
ضغث,d-gh-th,Confusion,3,3,12.661,2.109,4.33,0.693,5.197,0,1.0,6,0.667
حوج,h-w-j,Need,3,3,15.867,2.643,7.89,0.38,2.499,0,1.0,4,0.667
عير,3-y-r,Ass,3,3,1.51,0.252,0.08,36.571,0.851,0,1.0,0,0.333
فقد,f-q-d,,3,3,1.285,0.214,0.3,9.976,0.344,0,1.0,0,0.667
برح,b-r-h,more distressing,3,3,4.107,0.684,1.12,2.683,2.582,0,1.0,0,0.333
شكو,sh-k-w,complained,3,3,3.575,0.596,1.76,1.704,3.306,0,1.0,6,0.667
زجو,z-j-w,scanty,3,3,3.141,0.523,3.14,0.956,4.727,0,1.0,4,0.667
سيل,s-y-l,to flow,4,3,1.383,0.23,0.07,41.406,5.742,0,1.0,4,1.0
محو,m-h-w,,3,3,3.884,0.647,2.9,1.034,3.851,0,1.0,4,0.667
سوغ,s-w-gh,Swallowable,3,3,3.532,0.588,3.43,0.875,2.928,0,1.0,6,0.667
هطع,,,3,3,1.046,0.174,0.08,36.5,1.082,1,0.0,0,1.0
زول,z-w-l,to pass away,4,3,3.537,0.589,3.83,0.783,3.401,0,1.0,0,0.333
جار,j-a-r,,3,3,1.841,0.307,1.23,2.437,0.949,0,1.0,0,0.333
عجم,3-j-m,Non-Arabic,4,3,4.592,0.765,0.02,136.655,2.248,0,1.0,1,0.667
افف,a-f-f,Disgust,3,3,3.815,0.635,0.54,5.515,4.431,0,1.0,4,0.667
مرح,m-r-h,leakage,3,3,0.775,0.129,0.06,46.952,1.803,1,0.0,6,0.667
ستر,s-t-r,Veiled,3,3,3.797,0.632,0.92,3.251,1.864,0,1.0,1,0.667
فزز,f-z-z,,3,3,4.565,0.76,0.61,4.909,2.271,0,1.0,0,0.667
رقي,r-q-a,Ascend,4,3,15.055,2.508,35.37,0.085,2.751,0,1.0,4,0.333
ذقن,dh-q-n,,3,3,1.612,0.268,0.68,4.43,0.57,0,1.0,0,0.333
خفت,kh-f-t,,3,3,14.589,2.43,6.66,0.451,3.863,0,1.0,0,0.333
شطط,sh-T-T,Exceeding bounds,3,3,4.158,0.693,0.43,6.958,3.577,0,1.0,1,0.667
سفن,s-f-n,Ship,4,3,1.136,0.189,0.27,10.994,0.685,1,0.0,0,0.333
شيب,sh-y-b,Gray hair,3,3,3.846,0.641,1.79,1.675,2.574,0,1.0,0,0.333
جذع,j-dh-3,,3,3,3.557,0.593,1.79,1.673,3.672,0,1.0,0,0.333
جثو,j-th-w,,3,3,2.222,0.37,0.82,3.651,0.304,0,1.0,1,0.667
قبس,q-b-s,Live coal,3,3,2.831,0.472,0.18,16.639,3.654,0,1.0,6,0.667
عري,3-r-a,Nakedness,3,3,12.024,2.003,4.98,0.603,5.443,0,1.0,1,0.333
ركض,r-k-d,,3,3,11.689,1.947,1.69,1.77,5.52,0,1.0,0,0.667
فجج,f-j-j,Wide apart,3,3,2.131,0.355,1.97,1.526,0.437,0,1.0,1,0.333
نكس,n-k-s,to lower,3,3,3.7,0.616,1.21,2.484,1.587,0,1.0,1,0.667
بهج,b-h-j,Beautiful,3,3,5.552,0.925,5.52,0.544,3.993,0,1.0,4,0.667
وثن,w-th-n,,3,3,0.416,0.069,0.06,50.163,5.878,1,0.0,4,1.0
سلل,s-l-l,,3,3,5.189,0.864,5.01,0.599,1.378,0,1.0,1,0.667
همز,h-m-z,Backbiter,3,3,1.799,0.3,0.28,10.534,1.802,0,1.0,7,0.667
نسب,n-s-b,Relation,3,3,3.342,0.557,2.51,1.197,0.56,0,1.0,0,0.333
جيب,j-y-b,,3,3,0.882,0.147,0.14,22.067,6.319,1,0.0,4,1.0
عور,3-w-r,Pudenda,4,3,0.738,0.123,0.0,1538.284,6.6,1,0.0,4,1.0
اجج,a-j-j,bitter,3,3,15.367,2.56,7.87,0.381,3.19,0,1.0,2,0.333
شحن,sh-h-n,Loaded,3,3,10.955,1.825,8.87,0.338,5.93,0,1.0,1,0.333
صرح,s-r-h,Declared,4,3,4.455,0.742,2.49,1.205,4.41,0,1.0,4,0.667
جدث,j-d-th,,3,3,1.468,0.245,0.3,9.941,0.389,0,1.0,0,0.667
لذذ,l-dh-dh,Pleasure,3,3,5.318,0.886,3.26,0.921,1.731,0,1.0,0,0.333
زقم,z-q-m,Zaqqum,3,3,2.066,0.344,0.61,4.951,1.275,0,1.0,7,0.667
روغ,r-w-gh,Deceive,3,3,0.618,0.103,0.09,32.981,17.085,1,0.0,2,0.667
سلسل,,,3,3,0.885,0.147,0.26,11.43,0.647,1,0.0,0,0.667
صرصر,,,3,3,4.427,0.737,5.93,0.505,1.579,0,1.0,0,0.333
نحس,n-h-s,Unlucky,3,3,4.257,0.709,5.46,0.55,1.715,0,1.0,1,0.333
ثلل,th-l-l,Drawn blood,3,3,0.044,0.007,0.0,98457.499,1.931,1,0.0,7,1.0
صرم,s-r-m,Severed,3,3,12.095,2.015,25.06,0.12,6.262,0,1.0,1,0.333
